fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,target,pH_normalized,sulfate_to_chloride_ratio,density_deviation
7.3,0.49,0.1,2.6,0.068,4.0,14.0,0.99562,3.3,0.47,10.5,5,0.010000000000000231,0.44007490636704116,0.0043800000000000505
12.9,0.5,0.55,2.8,0.072,7.0,24.0,1.00012,3.09,0.68,10.9,6,0.2200000000000002,0.6343283582089553,0.00011999999999989797
10.8,0.45,0.33,2.5,0.099,20.0,38.0,0.99818,3.24,0.71,10.8,5,0.06999999999999984,0.646041856232939,0.0018200000000000438
6.9,0.39,0.24,2.1,0.102,4.0,7.0,0.99462,3.44,0.58,11.4,4,0.1299999999999999,0.5263157894736842,0.005380000000000051
12.6,0.41,0.54,2.8,0.103,19.0,41.0,0.99939,3.21,0.76,11.3,6,0.10000000000000009,0.6890299184043518,0.0006099999999999994
10.8,0.45,0.33,2.5,0.099,20.0,38.0,0.99818,3.24,0.71,10.8,5,0.06999999999999984,0.646041856232939,0.0018200000000000438
9.8,0.51,0.19,3.2,0.081,8.0,30.0,0.9984,3.23,0.58,10.5,6,0.08000000000000007,0.5365402405180388,0.0016000000000000458
10.8,0.29,0.42,1.6,0.084,19.0,27.0,0.99545,3.28,0.73,11.9,6,0.03000000000000025,0.6734317343173432,0.004550000000000054
7.1,0.715,0.0,2.35,0.071,21.0,47.0,0.99632,3.29,0.45,9.4,5,0.020000000000000018,0.42016806722689076,0.0036800000000000166
9.1,0.66,0.15,3.2,0.097,9.0,59.0,0.99976,3.28,0.54,9.6,5,0.03000000000000025,0.4922515952597995,0.00024000000000001798
7.0,0.685,0.0,1.9,0.099,9.0,22.0,0.99606,3.34,0.6,9.7,5,0.029999999999999805,0.545950864422202,0.003940000000000055
4.9,0.42,0.0,2.1,0.048,16.0,42.0,0.99154,3.71,0.74,14.0,7,0.3999999999999999,0.7061068702290076,0.008460000000000023
6.7,0.54,0.13,2.0,0.076,15.0,36.0,0.9973,3.61,0.64,9.8,5,0.2999999999999998,0.5947955390334573,0.0027000000000000357
6.7,0.54,0.13,2.0,0.076,15.0,36.0,0.9973,3.61,0.64,9.8,5,0.2999999999999998,0.5947955390334573,0.0027000000000000357
7.1,0.48,0.28,2.8,0.068,6.0,16.0,0.99682,3.24,0.53,10.3,5,0.06999999999999984,0.49625468164794007,0.0031799999999999606
7.1,0.46,0.14,2.8,0.076,15.0,37.0,0.99624,3.36,0.49,10.7,5,0.04999999999999982,0.4553903345724907,0.0037599999999999856
7.5,0.27,0.34,2.3,0.05,4.0,8.0,0.9951,3.4,0.64,11.0,7,0.08999999999999986,0.6095238095238095,0.0049000000000000155
7.1,0.46,0.14,2.8,0.076,15.0,37.0,0.99624,3.36,0.49,10.7,5,0.04999999999999982,0.4553903345724907,0.0037599999999999856
7.8,0.57,0.09,2.3,0.065,34.0,45.0,0.99417,3.46,0.74,12.7,8,0.1499999999999999,0.6948356807511737,0.005830000000000002
5.9,0.61,0.08,2.1,0.071,16.0,24.0,0.99376,3.56,0.77,11.1,6,0.25,0.7189542483660131,0.006240000000000023
7.5,0.685,0.07,2.5,0.058,5.0,9.0,0.99632,3.38,0.55,10.9,4,0.06999999999999984,0.5198487712665406,0.0036800000000000166
5.9,0.61,0.08,2.1,0.071,16.0,24.0,0.99376,3.56,0.77,11.1,6,0.25,0.7189542483660131,0.006240000000000023
10.4,0.44,0.42,1.5,0.145,34.0,48.0,0.99832,3.38,0.86,9.9,3,0.06999999999999984,0.7510917030567685,0.0016800000000000148
11.6,0.47,0.44,1.6,0.147,36.0,51.0,0.99836,3.38,0.86,9.9,4,0.06999999999999984,0.7497820401046207,0.0016399999999999748
8.8,0.685,0.26,1.6,0.088,16.0,23.0,0.99694,3.32,0.47,9.4,5,0.009999999999999787,0.431985294117647,0.0030599999999999516
7.6,0.665,0.1,1.5,0.066,27.0,55.0,0.99655,3.39,0.51,9.3,5,0.08000000000000007,0.47842401500938087,0.003449999999999953
6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,11.7,7,0.050000000000000266,0.38537549407114624,0.009360000000000035
6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,11.7,7,0.050000000000000266,0.38537549407114624,0.009360000000000035
10.1,0.31,0.35,1.6,0.075,9.0,28.0,0.99672,3.24,0.83,11.2,7,0.06999999999999984,0.772093023255814,0.0032799999999999496
6.0,0.5,0.04,2.2,0.092,13.0,26.0,0.99647,3.46,0.47,10.0,5,0.1499999999999999,0.4304029304029304,0.003530000000000033
11.1,0.42,0.47,2.65,0.085,9.0,34.0,0.99736,3.24,0.77,12.1,7,0.06999999999999984,0.7096774193548387,0.0026399999999999757
6.6,0.66,0.0,3.0,0.115,21.0,31.0,0.99629,3.45,0.63,10.3,5,0.14000000000000012,0.5650224215246636,0.003709999999999991
10.6,0.5,0.45,2.6,0.119,34.0,68.0,0.99708,3.23,0.72,10.9,6,0.08000000000000007,0.6434316353887399,0.0029200000000000337
7.1,0.685,0.35,2.0,0.088,9.0,92.0,0.9963,3.28,0.62,9.4,5,0.03000000000000025,0.5698529411764706,0.0037000000000000366
9.9,0.25,0.46,1.7,0.062,26.0,42.0,0.9959,3.18,0.83,10.6,6,0.1299999999999999,0.7815442561205272,0.0040999999999999925
6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.99689,3.59,0.66,9.8,5,0.2799999999999998,0.6105457909343202,0.003109999999999946
6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.99689,3.59,0.66,9.8,5,0.2799999999999998,0.6105457909343202,0.003109999999999946
7.4,0.68,0.16,1.8,0.078,12.0,39.0,0.9977,3.5,0.7,9.9,6,0.18999999999999995,0.6493506493506492,0.0022999999999999687
6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.99689,3.59,0.66,9.8,5,0.2799999999999998,0.6105457909343202,0.003109999999999946
6.4,0.63,0.21,1.6,0.08,12.0,32.0,0.99689,3.58,0.66,9.8,5,0.27,0.611111111111111,0.003109999999999946
9.3,0.43,0.44,1.9,0.085,9.0,22.0,0.99708,3.28,0.55,9.5,5,0.03000000000000025,0.5069124423963134,0.0029200000000000337
9.3,0.43,0.44,1.9,0.085,9.0,22.0,0.99708,3.28,0.55,9.5,5,0.03000000000000025,0.5069124423963134,0.0029200000000000337
8.0,0.42,0.32,2.5,0.08,26.0,122.0,0.99801,3.22,1.07,9.7,5,0.08999999999999986,0.9907407407407407,0.0019900000000000473
9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,6,0.16000000000000014,0.6759259259259258,0.0034800000000000386
9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,6,0.16000000000000014,0.6759259259259258,0.0034800000000000386
7.6,0.735,0.02,2.5,0.071,10.0,14.0,0.99538,3.51,0.71,11.7,7,0.19999999999999973,0.6629318394024276,0.0046199999999999575
9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,6,0.16000000000000014,0.6759259259259258,0.0034800000000000386
8.2,0.26,0.34,2.5,0.073,16.0,47.0,0.99594,3.4,0.78,11.3,7,0.08999999999999986,0.7269338303821063,0.0040599999999999525
11.7,0.28,0.47,1.7,0.054,17.0,32.0,0.99686,3.15,0.67,10.6,7,0.16000000000000014,0.6356736242884251,0.0031400000000000317
6.8,0.56,0.22,1.8,0.074,15.0,24.0,0.99438,3.4,0.82,11.2,6,0.08999999999999986,0.7635009310986963,0.005619999999999958
7.2,0.62,0.06,2.7,0.077,15.0,85.0,0.99746,3.51,0.54,9.5,5,0.19999999999999973,0.5013927576601672,0.0025399999999999867
5.8,1.01,0.66,2.0,0.039,15.0,88.0,0.99357,3.66,0.6,11.5,6,0.3500000000000001,0.5774783445620789,0.006430000000000047
7.5,0.42,0.32,2.7,0.067,7.0,25.0,0.99628,3.24,0.44,10.4,5,0.06999999999999984,0.4123711340206186,0.0037199999999999456
7.2,0.62,0.06,2.5,0.078,17.0,84.0,0.99746,3.51,0.53,9.7,5,0.19999999999999973,0.4916512059369202,0.0025399999999999867
7.2,0.62,0.06,2.7,0.077,15.0,85.0,0.99746,3.51,0.54,9.5,5,0.19999999999999973,0.5013927576601672,0.0025399999999999867
7.2,0.635,0.07,2.6,0.077,16.0,86.0,0.99748,3.51,0.54,9.7,5,0.19999999999999973,0.5013927576601672,0.0025199999999999667
6.8,0.49,0.22,2.3,0.071,13.0,24.0,0.99438,3.41,0.83,11.3,6,0.10000000000000009,0.7749766573295985,0.005619999999999958
6.9,0.51,0.23,2.0,0.072,13.0,22.0,0.99438,3.4,0.84,11.2,6,0.08999999999999986,0.7835820895522387,0.005619999999999958
6.8,0.56,0.22,1.8,0.074,15.0,24.0,0.99438,3.4,0.82,11.2,6,0.08999999999999986,0.7635009310986963,0.005619999999999958
7.6,0.63,0.03,2.0,0.08,27.0,43.0,0.99578,3.44,0.64,10.9,6,0.1299999999999999,0.5925925925925926,0.0042200000000000015
7.7,0.715,0.01,2.1,0.064,31.0,43.0,0.99371,3.41,0.57,11.8,6,0.10000000000000009,0.5357142857142856,0.006290000000000018
6.9,0.56,0.03,1.5,0.086,36.0,46.0,0.99522,3.53,0.57,10.6,5,0.21999999999999975,0.5248618784530386,0.0047800000000000065
7.3,0.35,0.24,2.0,0.067,28.0,48.0,0.99576,3.43,0.54,10.0,4,0.1200000000000001,0.5060918462980319,0.0042400000000000215
9.1,0.21,0.37,1.6,0.067,6.0,10.0,0.99552,3.23,0.58,11.1,7,0.08000000000000007,0.5435801312089972,0.0044800000000000395
10.4,0.38,0.46,2.1,0.104,6.0,10.0,0.99664,3.12,0.65,11.8,7,0.18999999999999995,0.5887681159420289,0.0033600000000000296
8.8,0.31,0.4,2.8,0.109,7.0,16.0,0.99614,3.31,0.79,11.8,7,0.0,0.7123534715960325,0.0038599999999999746
7.1,0.47,0.0,2.2,0.067,7.0,14.0,0.99517,3.4,0.58,10.9,4,0.08999999999999986,0.5435801312089972,0.004830000000000001
7.7,0.715,0.01,2.1,0.064,31.0,43.0,0.99371,3.41,0.57,11.8,6,0.10000000000000009,0.5357142857142856,0.006290000000000018
8.8,0.61,0.19,4.0,0.094,30.0,69.0,0.99787,3.22,0.5,10.0,6,0.08999999999999986,0.45703839122486284,0.0021299999999999653
7.2,0.6,0.04,2.5,0.076,18.0,88.0,0.99745,3.53,0.55,9.5,5,0.21999999999999975,0.5111524163568774,0.0025500000000000522
9.2,0.56,0.18,1.6,0.078,10.0,21.0,0.99576,3.15,0.49,9.9,5,0.16000000000000014,0.45454545454545453,0.0042400000000000215
7.6,0.715,0.0,2.1,0.068,30.0,35.0,0.99533,3.48,0.65,11.4,6,0.16999999999999993,0.6086142322097378,0.004669999999999952
8.4,0.31,0.29,3.1,0.194,14.0,26.0,0.99536,3.22,0.78,12.0,6,0.08999999999999986,0.6532663316582915,0.0046399999999999775
7.2,0.6,0.04,2.5,0.076,18.0,88.0,0.99745,3.53,0.55,9.5,5,0.21999999999999975,0.5111524163568774,0.0025500000000000522
8.8,0.61,0.19,4.0,0.094,30.0,69.0,0.99787,3.22,0.5,10.0,6,0.08999999999999986,0.45703839122486284,0.0021299999999999653
8.9,0.75,0.14,2.5,0.086,9.0,30.0,0.99824,3.34,0.64,10.5,5,0.029999999999999805,0.5893186003683241,0.0017599999999999838
9.0,0.8,0.12,2.4,0.083,8.0,28.0,0.99836,3.33,0.65,10.4,6,0.020000000000000018,0.6001846722068329,0.0016399999999999748
10.7,0.52,0.38,2.6,0.066,29.0,56.0,0.99577,3.15,0.79,12.1,7,0.16000000000000014,0.7410881801125704,0.004229999999999956
6.8,0.57,0.0,2.5,0.072,32.0,64.0,0.99491,3.43,0.56,11.2,6,0.1200000000000001,0.5223880597014926,0.005090000000000039
10.7,0.9,0.34,6.6,0.112,23.0,99.0,1.00289,3.22,0.68,9.3,5,0.08999999999999986,0.6115107913669064,0.002890000000000059
7.2,0.34,0.24,2.0,0.071,30.0,52.0,0.99576,3.44,0.58,10.1,5,0.1299999999999999,0.5415499533146592,0.0042400000000000215
7.2,0.66,0.03,2.3,0.078,16.0,86.0,0.99743,3.53,0.57,9.7,5,0.21999999999999975,0.5287569573283858,0.002569999999999961
10.1,0.45,0.23,1.9,0.082,10.0,18.0,0.99774,3.22,0.65,9.3,6,0.08999999999999986,0.6007393715341959,0.0022600000000000398
7.2,0.66,0.03,2.3,0.078,16.0,86.0,0.99743,3.53,0.57,9.7,5,0.21999999999999975,0.5287569573283858,0.002569999999999961
7.2,0.63,0.03,2.2,0.08,17.0,88.0,0.99745,3.53,0.58,9.8,6,0.21999999999999975,0.537037037037037,0.0025500000000000522
7.1,0.59,0.01,2.3,0.08,27.0,43.0,0.9955,3.42,0.58,10.7,6,0.10999999999999988,0.537037037037037,0.0044999999999999485
8.3,0.31,0.39,2.4,0.078,17.0,43.0,0.99444,3.31,0.77,12.5,7,0.0,0.7142857142857143,0.005560000000000009
7.1,0.59,0.01,2.3,0.08,27.0,43.0,0.9955,3.42,0.58,10.7,6,0.10999999999999988,0.537037037037037,0.0044999999999999485
8.3,0.31,0.39,2.4,0.078,17.0,43.0,0.99444,3.31,0.77,12.5,7,0.0,0.7142857142857143,0.005560000000000009
8.3,1.02,0.02,3.4,0.084,6.0,11.0,0.99892,3.48,0.49,11.0,3,0.16999999999999993,0.45202952029520294,0.0010799999999999699
8.9,0.31,0.36,2.6,0.056,10.0,39.0,0.99562,3.4,0.69,11.8,5,0.08999999999999986,0.6534090909090908,0.0043800000000000505
7.4,0.635,0.1,2.4,0.08,16.0,33.0,0.99736,3.58,0.69,10.8,7,0.27,0.6388888888888888,0.0026399999999999757
7.4,0.635,0.1,2.4,0.08,16.0,33.0,0.99736,3.58,0.69,10.8,7,0.27,0.6388888888888888,0.0026399999999999757
6.8,0.59,0.06,6.0,0.06,11.0,18.0,0.9962,3.41,0.59,10.8,7,0.10000000000000009,0.5566037735849056,0.0038000000000000256
6.8,0.59,0.06,6.0,0.06,11.0,18.0,0.9962,3.41,0.59,10.8,7,0.10000000000000009,0.5566037735849056,0.0038000000000000256
9.2,0.58,0.2,3.0,0.081,15.0,115.0,0.998,3.23,0.59,9.5,5,0.08000000000000007,0.545790934320074,0.0020000000000000018
7.2,0.54,0.27,2.6,0.084,12.0,78.0,0.9964,3.39,0.71,11.0,5,0.08000000000000007,0.654981549815498,0.0036000000000000476
6.1,0.56,0.0,2.2,0.079,6.0,9.0,0.9948,3.59,0.54,11.5,6,0.2799999999999998,0.5004633920296572,0.005199999999999982
7.4,0.52,0.13,2.4,0.078,34.0,61.0,0.99528,3.43,0.59,10.8,6,0.1200000000000001,0.5473098330241186,0.0047199999999999465
7.3,0.305,0.39,1.2,0.059,7.0,11.0,0.99331,3.29,0.52,11.5,6,0.020000000000000018,0.4910292728989613,0.006689999999999974
9.3,0.38,0.48,3.8,0.132,3.0,11.0,0.99577,3.23,0.57,13.2,6,0.08000000000000007,0.5035335689045936,0.004229999999999956
9.1,0.28,0.46,9.0,0.114,3.0,9.0,0.99901,3.18,0.6,10.9,6,0.1299999999999999,0.5385996409335726,0.0009900000000000464
10.0,0.46,0.44,2.9,0.065,4.0,8.0,0.99674,3.33,0.62,12.2,6,0.020000000000000018,0.5821596244131456,0.0032600000000000406
9.4,0.395,0.46,4.6,0.094,3.0,10.0,0.99639,3.27,0.64,12.2,7,0.040000000000000036,0.5850091407678245,0.003610000000000002
7.3,0.305,0.39,1.2,0.059,7.0,11.0,0.99331,3.29,0.52,11.5,6,0.020000000000000018,0.4910292728989613,0.006689999999999974
8.6,0.315,0.4,2.2,0.079,3.0,6.0,0.99512,3.27,0.67,11.9,6,0.040000000000000036,0.6209453197405005,0.0048799999999999955
5.3,0.715,0.19,1.5,0.161,7.0,62.0,0.99395,3.62,0.61,11.0,5,0.31000000000000005,0.5254091300602928,0.00605
6.8,0.41,0.31,8.8,0.084,26.0,45.0,0.99824,3.38,0.64,10.1,6,0.06999999999999984,0.5904059040590406,0.0017599999999999838
8.4,0.36,0.32,2.2,0.081,32.0,79.0,0.9964,3.3,0.72,11.0,6,0.010000000000000231,0.666049953746531,0.0036000000000000476
8.4,0.62,0.12,1.8,0.072,38.0,46.0,0.99504,3.38,0.89,11.8,6,0.06999999999999984,0.8302238805970149,0.0049599999999999644
9.6,0.41,0.37,2.3,0.091,10.0,23.0,0.99786,3.24,0.56,10.5,5,0.06999999999999984,0.5132905591200734,0.0021400000000000308
8.4,0.36,0.32,2.2,0.081,32.0,79.0,0.9964,3.3,0.72,11.0,6,0.010000000000000231,0.666049953746531,0.0036000000000000476
8.4,0.62,0.12,1.8,0.072,38.0,46.0,0.99504,3.38,0.89,11.8,6,0.06999999999999984,0.8302238805970149,0.0049599999999999644
6.8,0.41,0.31,8.8,0.084,26.0,45.0,0.99824,3.38,0.64,10.1,6,0.06999999999999984,0.5904059040590406,0.0017599999999999838
8.6,0.47,0.27,2.3,0.055,14.0,28.0,0.99516,3.18,0.8,11.2,5,0.1299999999999999,0.7582938388625593,0.0048399999999999554
8.6,0.22,0.36,1.9,0.064,53.0,77.0,0.99604,3.47,0.87,11.0,7,0.16000000000000014,0.8176691729323308,0.0039599999999999635
9.4,0.24,0.33,2.3,0.061,52.0,73.0,0.99786,3.47,0.9,10.2,6,0.16000000000000014,0.8482563619227145,0.0021400000000000308
8.4,0.67,0.19,2.2,0.093,11.0,75.0,0.99736,3.2,0.59,9.2,4,0.10999999999999988,0.5397987191216834,0.0026399999999999757
8.6,0.47,0.27,2.3,0.055,14.0,28.0,0.99516,3.18,0.8,11.2,5,0.1299999999999999,0.7582938388625593,0.0048399999999999554
8.7,0.33,0.38,3.3,0.063,10.0,19.0,0.99468,3.3,0.73,12.0,7,0.010000000000000231,0.6867356538099718,0.005319999999999991
6.6,0.61,0.01,1.9,0.08,8.0,25.0,0.99746,3.69,0.73,10.5,5,0.3799999999999999,0.6759259259259258,0.0025399999999999867
7.4,0.61,0.01,2.0,0.074,13.0,38.0,0.99748,3.48,0.65,9.8,5,0.16999999999999993,0.6052141527001862,0.0025199999999999667
7.6,0.4,0.29,1.9,0.078,29.0,66.0,0.9971,3.45,0.59,9.5,6,0.14000000000000012,0.5473098330241186,0.0029000000000000137
7.4,0.61,0.01,2.0,0.074,13.0,38.0,0.99748,3.48,0.65,9.8,5,0.16999999999999993,0.6052141527001862,0.0025199999999999667
6.6,0.61,0.01,1.9,0.08,8.0,25.0,0.99746,3.69,0.73,10.5,5,0.3799999999999999,0.6759259259259258,0.0025399999999999867
8.8,0.3,0.38,2.3,0.06,19.0,72.0,0.99543,3.39,0.72,11.8,6,0.08000000000000007,0.6792452830188679,0.004569999999999963
8.8,0.3,0.38,2.3,0.06,19.0,72.0,0.99543,3.39,0.72,11.8,6,0.08000000000000007,0.6792452830188679,0.004569999999999963
12.0,0.63,0.5,1.4,0.071,6.0,26.0,0.99791,3.07,0.6,10.4,4,0.2400000000000002,0.5602240896358543,0.0020900000000000363
7.2,0.38,0.38,2.8,0.068,23.0,42.0,0.99356,3.34,0.72,12.9,7,0.029999999999999805,0.6741573033707865,0.006440000000000001
6.2,0.46,0.17,1.6,0.073,7.0,11.0,0.99425,3.61,0.54,11.4,5,0.2999999999999998,0.5032618825722275,0.005750000000000033
9.6,0.33,0.52,2.2,0.074,13.0,25.0,0.99509,3.36,0.76,12.4,7,0.04999999999999982,0.7076350093109869,0.00490999999999997
9.9,0.27,0.49,5.0,0.082,9.0,17.0,0.99484,3.19,0.52,12.5,7,0.1200000000000001,0.4805914972273567,0.005160000000000053
10.1,0.43,0.4,2.6,0.092,13.0,52.0,0.99834,3.22,0.64,10.0,7,0.08999999999999986,0.586080586080586,0.0016599999999999948
9.8,0.5,0.34,2.3,0.094,10.0,45.0,0.99864,3.24,0.6,9.7,7,0.06999999999999984,0.5484460694698354,0.0013600000000000279
8.3,0.3,0.49,3.8,0.09,11.0,24.0,0.99498,3.27,0.64,12.1,7,0.040000000000000036,0.5871559633027522,0.0050200000000000244
10.2,0.44,0.42,2.0,0.071,7.0,20.0,0.99566,3.14,0.79,11.1,7,0.16999999999999993,0.7376283846872083,0.0043400000000000105
10.2,0.44,0.58,4.1,0.092,11.0,24.0,0.99745,3.29,0.99,12.0,7,0.020000000000000018,0.9065934065934065,0.0025500000000000522
8.3,0.28,0.48,2.1,0.093,6.0,12.0,0.99408,3.26,0.62,12.4,7,0.050000000000000266,0.5672461116193962,0.005920000000000036
8.9,0.12,0.45,1.8,0.075,10.0,21.0,0.99552,3.41,0.76,11.9,7,0.10000000000000009,0.7069767441860465,0.0044800000000000395
8.9,0.12,0.45,1.8,0.075,10.0,21.0,0.99552,3.41,0.76,11.9,7,0.10000000000000009,0.7069767441860465,0.0044800000000000395
8.9,0.12,0.45,1.8,0.075,10.0,21.0,0.99552,3.41,0.76,11.9,7,0.10000000000000009,0.7069767441860465,0.0044800000000000395
8.3,0.28,0.48,2.1,0.093,6.0,12.0,0.99408,3.26,0.62,12.4,7,0.050000000000000266,0.5672461116193962,0.005920000000000036
8.2,0.31,0.4,2.2,0.058,6.0,10.0,0.99536,3.31,0.68,11.2,7,0.0,0.6427221172022685,0.0046399999999999775
10.2,0.34,0.48,2.1,0.052,5.0,9.0,0.99458,3.2,0.69,12.1,7,0.10999999999999988,0.6558935361216729,0.00541999999999998
7.6,0.43,0.4,2.7,0.082,6.0,11.0,0.99538,3.44,0.54,12.2,6,0.1299999999999999,0.49907578558225507,0.0046199999999999575
8.5,0.21,0.52,1.9,0.09,9.0,23.0,0.99648,3.36,0.67,10.4,5,0.04999999999999982,0.6146788990825688,0.0035199999999999676
9.0,0.36,0.52,2.1,0.111,5.0,10.0,0.99568,3.31,0.62,11.3,6,0.0,0.558055805580558,0.0043199999999999905
9.5,0.37,0.52,2.0,0.088,12.0,51.0,0.99613,3.29,0.58,11.1,6,0.020000000000000018,0.5330882352941175,0.00387000000000004
6.4,0.57,0.12,2.3,0.12,25.0,36.0,0.99519,3.47,0.71,11.3,7,0.16000000000000014,0.6339285714285713,0.004809999999999981
8.0,0.59,0.05,2.0,0.089,12.0,32.0,0.99735,3.36,0.61,10.0,5,0.04999999999999982,0.5601469237832875,0.002650000000000041
8.5,0.47,0.27,1.9,0.058,18.0,38.0,0.99518,3.16,0.85,11.1,6,0.1499999999999999,0.8034026465028354,0.0048200000000000465
7.1,0.56,0.14,1.6,0.078,7.0,18.0,0.99592,3.27,0.62,9.3,5,0.040000000000000036,0.5751391465677179,0.0040799999999999725
6.6,0.57,0.02,2.1,0.115,6.0,16.0,0.99654,3.38,0.69,9.5,5,0.06999999999999984,0.6188340807174888,0.0034600000000000186
8.8,0.27,0.39,2.0,0.1,20.0,27.0,0.99546,3.15,0.69,11.2,6,0.16000000000000014,0.6272727272727272,0.0045399999999999885
8.5,0.47,0.27,1.9,0.058,18.0,38.0,0.99518,3.16,0.85,11.1,6,0.1499999999999999,0.8034026465028354,0.0048200000000000465
8.3,0.34,0.4,2.4,0.065,24.0,48.0,0.99554,3.34,0.86,11.0,6,0.029999999999999805,0.8075117370892019,0.0044600000000000195
9.0,0.38,0.41,2.4,0.103,6.0,10.0,0.99604,3.13,0.58,11.9,7,0.18000000000000016,0.5258386219401632,0.0039599999999999635
8.5,0.66,0.2,2.1,0.097,23.0,113.0,0.99733,3.13,0.48,9.2,5,0.18000000000000016,0.43755697356426615,0.00266999999999995
9.0,0.4,0.43,2.4,0.068,29.0,46.0,0.9943,3.2,0.6,12.2,6,0.10999999999999988,0.5617977528089887,0.005700000000000038
6.7,0.56,0.09,2.9,0.079,7.0,22.0,0.99669,3.46,0.61,10.2,5,0.1499999999999999,0.5653382761816497,0.003310000000000035
10.4,0.26,0.48,1.9,0.066,6.0,10.0,0.99724,3.33,0.87,10.9,6,0.020000000000000018,0.8161350844277673,0.0027599999999999847
10.4,0.26,0.48,1.9,0.066,6.0,10.0,0.99724,3.33,0.87,10.9,6,0.020000000000000018,0.8161350844277673,0.0027599999999999847
10.1,0.38,0.5,2.4,0.104,6.0,13.0,0.99643,3.22,0.65,11.6,7,0.08999999999999986,0.5887681159420289,0.003569999999999962
8.5,0.34,0.44,1.7,0.079,6.0,12.0,0.99605,3.52,0.63,10.7,5,0.20999999999999996,0.5838739573679333,0.003950000000000009
8.8,0.33,0.41,5.9,0.073,7.0,13.0,0.99658,3.3,0.62,12.1,7,0.010000000000000231,0.5778191985088537,0.0034199999999999786
7.2,0.41,0.3,2.1,0.083,35.0,72.0,0.997,3.44,0.52,9.4,5,0.1299999999999999,0.4801477377654663,0.0030000000000000027
7.2,0.41,0.3,2.1,0.083,35.0,72.0,0.997,3.44,0.52,9.4,5,0.1299999999999999,0.4801477377654663,0.0030000000000000027
8.4,0.59,0.29,2.6,0.109,31.0,119.0,0.99801,3.15,0.5,9.1,5,0.16000000000000014,0.4508566275924256,0.0019900000000000473
7.0,0.4,0.32,3.6,0.061,9.0,29.0,0.99416,3.28,0.49,11.3,7,0.03000000000000025,0.46182846371347785,0.005839999999999956
12.2,0.45,0.49,1.4,0.075,3.0,6.0,0.9969,3.13,0.63,10.4,5,0.18000000000000016,0.586046511627907,0.0030999999999999917
9.1,0.5,0.3,1.9,0.065,8.0,17.0,0.99774,3.32,0.71,10.5,6,0.009999999999999787,0.6666666666666666,0.0022600000000000398
9.5,0.86,0.26,1.9,0.079,13.0,28.0,0.99712,3.25,0.62,10.0,5,0.06000000000000005,0.5746061167747915,0.0028799999999999937
7.3,0.52,0.32,2.1,0.07,51.0,70.0,0.99418,3.34,0.82,12.9,6,0.029999999999999805,0.7663551401869158,0.005820000000000047
9.1,0.5,0.3,1.9,0.065,8.0,17.0,0.99774,3.32,0.71,10.5,6,0.009999999999999787,0.6666666666666666,0.0022600000000000398
12.2,0.45,0.49,1.4,0.075,3.0,6.0,0.9969,3.13,0.63,10.4,5,0.18000000000000016,0.586046511627907,0.0030999999999999917
7.4,0.58,0.0,2.0,0.064,7.0,11.0,0.99562,3.45,0.58,11.3,6,0.14000000000000012,0.5451127819548871,0.0043800000000000505
9.8,0.34,0.39,1.4,0.066,3.0,7.0,0.9947,3.19,0.55,11.4,7,0.1200000000000001,0.5159474671669794,0.005299999999999971
7.1,0.36,0.3,1.6,0.08,35.0,70.0,0.99693,3.44,0.5,9.4,5,0.1299999999999999,0.4629629629629629,0.003070000000000017
7.7,0.39,0.12,1.7,0.097,19.0,27.0,0.99596,3.16,0.49,9.4,5,0.1499999999999999,0.44667274384685507,0.0040400000000000436
9.7,0.295,0.4,1.5,0.073,14.0,21.0,0.99556,3.14,0.51,10.9,6,0.16999999999999993,0.47530288909599255,0.0044399999999999995
7.7,0.39,0.12,1.7,0.097,19.0,27.0,0.99596,3.16,0.49,9.4,5,0.1499999999999999,0.44667274384685507,0.0040400000000000436
7.1,0.34,0.28,2.0,0.082,31.0,68.0,0.99694,3.45,0.48,9.4,5,0.14000000000000012,0.44362292051756,0.0030599999999999516
6.5,0.4,0.1,2.0,0.076,30.0,47.0,0.99554,3.36,0.48,9.4,6,0.04999999999999982,0.4460966542750929,0.0044600000000000195
7.1,0.34,0.28,2.0,0.082,31.0,68.0,0.99694,3.45,0.48,9.4,5,0.14000000000000012,0.44362292051756,0.0030599999999999516
10.0,0.35,0.45,2.5,0.092,20.0,88.0,0.99918,3.15,0.43,9.4,5,0.16000000000000014,0.39377289377289376,0.0008200000000000429
7.7,0.6,0.06,2.0,0.079,19.0,41.0,0.99697,3.39,0.62,10.1,6,0.08000000000000007,0.5746061167747915,0.003029999999999977
5.6,0.66,0.0,2.2,0.087,3.0,11.0,0.99378,3.71,0.63,12.8,7,0.3999999999999999,0.5795768169273229,0.006220000000000003
