fixed acidity,volatile acidity,sulphates,alcohol,target,sulfate_to_chloride_ratio
7.3,0.91,0.56,9.2,5,0.521415270018622
8.7,0.41,0.77,12.6,7,0.7142857142857143
8.9,0.5,0.83,11.1,6,0.7628676470588235
7.4,0.965,0.67,10.2,5,0.6158088235294118
6.9,0.49,0.64,9.8,6,0.5931417979610751
8.9,0.5,0.83,11.1,6,0.7628676470588235
9.5,0.39,0.81,10.9,7,0.7577174929840974
6.4,0.39,0.62,12.2,6,0.5927342256214149
6.9,0.44,0.58,11.4,6,0.5420560747663551
7.6,0.78,0.62,10.7,6,0.5762081784386617
7.1,0.43,0.64,10.4,5,0.5914972273567467
9.3,0.49,0.78,10.9,6,0.7215541165587419
9.3,0.5,0.77,10.8,6,0.7103321033210331
7.1,0.43,0.64,10.4,5,0.5914972273567467
8.5,0.46,1.34,9.2,5,0.9476661951909477
5.6,0.605,0.55,12.9,5,0.5125815470643057
8.3,0.33,0.77,12.7,7,0.719626168224299
8.2,0.64,0.62,9.1,6,0.5662100456621004
8.2,0.64,0.62,9.1,6,0.5662100456621004
8.9,0.48,0.59,12.1,7,0.5358764759309719
7.6,0.42,0.57,9.1,5,0.5163043478260869
9.9,0.53,0.76,11.6,7,0.6953339432753889
8.9,0.48,0.59,12.1,7,0.5358764759309719
11.6,0.23,0.7,9.9,6,0.6517690875232773
9.1,0.4,0.69,12.5,8,0.6442577030812324
8.0,0.38,0.64,11.4,6,0.5828779599271402
10.2,0.29,0.63,11.8,6,0.586046511627907
8.2,0.74,0.57,11.8,6,0.5342080599812559
7.7,0.61,0.6,10.2,6,0.554016620498615
6.6,0.52,0.72,12.5,7,0.6728971962616822
11.1,0.31,0.83,10.9,7,0.7830188679245282
11.1,0.31,0.83,10.9,7,0.7830188679245282
8.0,0.62,0.62,10.8,5,0.570902394106814
9.3,0.33,0.89,11.1,7,0.8420056764427626
7.5,0.77,0.58,9.2,5,0.5282331511839707
7.2,0.35,0.58,9.5,6,0.5355493998153278
8.0,0.62,0.58,10.7,6,0.5330882352941175
7.5,0.77,0.58,9.2,5,0.5282331511839707
9.1,0.25,0.86,10.2,7,0.8029878618113913
9.9,0.32,0.73,11.4,6,0.6803355079217148
8.6,0.37,0.58,11.0,5,0.537037037037037
8.6,0.37,0.58,11.0,5,0.537037037037037
7.9,0.3,0.51,12.3,7,0.4857142857142857
10.3,0.27,0.51,11.8,6,0.4871060171919771
7.9,0.3,0.51,12.3,7,0.4857142857142857
7.2,0.38,0.59,9.5,6,0.5498602050326188
8.7,0.42,0.77,12.0,6,0.7182835820895522
7.2,0.38,0.59,9.5,6,0.5498602050326188
6.8,0.48,0.49,9.6,5,0.4562383612662942
8.5,0.34,0.66,11.6,7,0.6255924170616114
7.9,0.19,0.69,11.2,6,0.6527909176915799
11.6,0.41,0.76,9.9,7,0.6940639269406393
11.6,0.41,0.76,9.9,7,0.6940639269406393
10.0,0.26,0.63,11.8,8,0.5817174515235457
7.9,0.34,0.6,11.4,6,0.5524861878453038
7.0,0.54,0.59,11.5,6,0.545790934320074
9.2,0.31,0.86,12.0,7,0.7970342910101946
6.6,0.725,0.49,10.8,6,0.4386750223813787
9.4,0.4,0.5,10.5,5,0.45998160073597055
6.6,0.725,0.49,10.8,6,0.4386750223813787
8.6,0.52,0.52,9.4,5,0.4744525547445255
8.0,0.31,0.81,12.5,7,0.6661184210526316
8.6,0.52,0.52,9.4,5,0.4744525547445255
8.4,0.34,0.78,12.4,6,0.7276119402985074
7.4,0.49,0.63,12.0,6,0.5882352941176471
6.1,0.48,0.54,11.2,6,0.5009276437847866
7.4,0.49,0.63,12.0,6,0.5882352941176471
8.0,0.48,0.66,12.4,6,0.6150978564771669
6.3,0.57,0.6,12.8,5,0.5725190839694656
8.2,0.23,0.54,12.3,6,0.5051449953227316
9.1,0.3,0.85,11.7,7,0.795880149812734
8.1,0.78,0.49,9.5,5,0.4495412844036697
10.8,0.47,0.76,10.8,6,0.6490179333902647
8.3,0.53,0.64,10.0,6,0.5981308411214953
5.4,0.42,0.64,12.3,7,0.586080586080586
7.9,0.33,0.71,11.0,6,0.6723484848484848
8.9,0.24,0.59,9.5,6,0.5493482309124766
5.0,0.4,0.66,13.6,6,0.6309751434034417
7.0,0.69,0.6,11.3,6,0.5499541704857929
7.0,0.69,0.6,11.3,6,0.5499541704857929
7.0,0.69,0.6,11.3,6,0.5499541704857929
7.1,0.39,0.53,13.3,6,0.4976525821596245
5.6,0.66,0.58,12.9,5,0.5440900562851781
7.9,0.54,0.72,13.1,8,0.6691449814126393
6.6,0.5,0.55,12.3,6,0.5178907721280602
6.3,0.47,0.48,12.3,6,0.4549763033175356
10.7,0.4,0.65,11.2,6,0.601295097132285
6.5,0.58,0.62,11.5,4,0.5656934306569342
8.8,0.24,0.59,11.3,7,0.5592417061611374
5.8,0.29,0.54,13.5,6,0.5079962370649107
6.3,0.76,0.6,11.5,6,0.5597014925373134
10.0,0.43,0.68,10.0,5,0.6210045662100457
10.5,0.43,0.69,10.5,6,0.6318681318681317
9.1,0.6,0.63,10.4,6,0.5954631379962193
5.9,0.19,0.44,9.5,5,0.4210526315789474
7.4,0.36,0.88,13.6,7,0.8186046511627907
7.2,0.48,0.68,11.2,7,0.6244260789715336
8.5,0.28,0.74,11.8,7,0.6974552309142319
8.0,0.25,0.6,11.9,6,0.5623242736644799
10.4,0.52,0.76,11.4,6,0.7037037037037037
10.4,0.52,0.76,11.4,6,0.7037037037037037
7.5,0.41,0.58,9.1,5,0.5253623188405796
8.2,0.51,0.64,9.5,6,0.5931417979610751
7.3,0.4,0.65,9.5,6,0.6018518518518519
8.2,0.38,0.85,11.0,6,0.787037037037037
6.9,0.45,0.65,11.4,6,0.6232023010546501
7.0,0.22,0.82,10.0,6,0.7699530516431925
7.3,0.32,0.62,10.1,5,0.5816135084427767
8.2,0.2,0.81,10.4,6,0.7527881040892194
7.8,0.5,0.87,9.8,6,0.7385398981324279
10.0,0.41,0.49,11.8,7,0.4575163398692811
7.8,0.39,0.66,11.6,6,0.6077348066298343
10.0,0.35,0.52,12.0,6,0.49010367577756836
8.2,0.33,0.76,12.8,7,0.7122774133083412
6.1,0.58,0.65,12.5,6,0.6226053639846744
8.3,0.6,0.53,9.8,5,0.47406082289803225
9.6,0.42,0.66,11.1,6,0.6094182825484765
6.6,0.58,0.68,11.4,6,0.6181818181818182
8.3,0.6,0.53,9.8,5,0.47406082289803225
8.5,0.18,0.76,11.8,7,0.7096171802054155
5.1,0.51,0.87,12.9,7,0.8349328214971209
6.7,0.41,1.16,10.6,6,1.0780669144981412
10.2,0.41,0.67,10.8,5,0.6036036036036035
10.6,0.36,0.72,11.1,7,0.6623735050597976
8.8,0.45,0.75,10.2,6,0.6970260223048327
8.5,0.32,0.71,11.8,7,0.6604651162790698
9.0,0.785,0.67,10.0,5,0.62152133580705
9.0,0.785,0.67,10.0,5,0.62152133580705
8.5,0.44,1.1,9.4,5,0.8035062089116144
9.9,0.54,0.98,10.2,5,0.8820882088208821
8.2,0.33,0.88,12.4,7,0.8193668528864059
6.5,0.34,0.56,12.0,6,0.5248359887535146
7.6,0.5,0.62,11.5,6,0.570902394106814
9.2,0.36,0.67,10.5,6,0.6308851224105462
7.1,0.59,0.68,10.8,6,0.6307977736549165
9.7,0.42,0.74,12.3,6,0.6890130353817504
7.6,0.36,0.62,9.5,6,0.5746061167747915
7.6,0.36,0.62,9.5,6,0.5746061167747915
6.5,0.61,0.7,11.5,6,0.639269406392694
6.5,0.88,0.5,11.2,4,0.4633920296570899
7.1,0.66,0.66,12.7,7,0.6273764258555133
5.6,0.915,0.73,11.4,5,0.7012487992315082
8.2,0.35,0.81,11.0,6,0.7527881040892194
8.2,0.35,0.81,11.0,6,0.7527881040892194
9.8,0.39,0.46,11.4,5,0.4307116104868914
10.2,0.4,0.86,10.5,6,0.8052434456928839
6.8,0.66,0.6,9.3,5,0.5607476635514018
6.7,0.64,0.7,10.9,5,0.648148148148148
7.0,0.43,0.46,11.9,6,0.42396313364055305
6.6,0.8,0.5,12.2,5,0.4633920296570899
7.0,0.43,0.46,11.9,6,0.42396313364055305
6.7,0.64,0.7,10.9,5,0.648148148148148
8.8,0.955,0.44,9.6,4,0.40930232558139534
9.1,0.4,0.57,12.5,6,0.5277777777777777
6.5,0.885,0.51,10.8,5,0.43739279588336194
7.2,0.25,0.8,12.4,7,0.7525870178739418
6.4,0.885,0.51,10.8,5,0.43739279588336194
7.0,0.745,0.59,9.5,6,0.5296229802513465
6.2,0.43,0.6,9.5,6,0.5565862708719851
7.9,0.58,0.58,9.5,6,0.5390334572490706
7.7,0.57,0.54,9.8,6,0.5051449953227316
7.7,0.26,0.79,10.9,6,0.7509505703422054
7.9,0.58,0.58,9.5,6,0.5390334572490706
7.7,0.57,0.54,9.8,6,0.5051449953227316
7.9,0.34,0.54,11.2,7,0.5070422535211269
8.6,0.42,0.69,11.7,8,0.646067415730337
9.9,0.74,0.55,9.4,5,0.4950495049504951
7.2,0.36,0.85,11.0,7,0.7914338919925511
7.2,0.36,0.85,11.0,7,0.7914338919925511
7.2,0.36,0.85,11.0,7,0.7914338919925511
9.9,0.72,0.94,10.0,5,0.8274647887323943
7.2,0.36,0.85,11.0,7,0.7914338919925511
6.2,0.39,0.87,11.2,7,0.8123249299719888
6.8,0.65,0.62,10.4,6,0.5751391465677179
6.6,0.44,0.62,9.3,5,0.5762081784386617
6.8,0.65,0.62,10.4,6,0.5751391465677179
9.6,0.38,0.75,10.5,6,0.700280112044818
10.2,0.33,0.48,10.4,6,0.4440333024976873
8.8,0.27,0.56,11.3,6,0.5114155251141553
7.9,0.57,0.69,9.5,6,0.6394810009267841
8.2,0.34,0.81,12.0,6,0.7663197729422896
8.2,0.4,0.69,10.6,6,0.6377079482439925
9.0,0.39,0.83,10.9,6,0.7950191570881225
10.9,0.32,0.77,11.5,6,0.6802120141342756
10.9,0.32,0.77,11.5,6,0.6802120141342756
8.1,0.53,0.46,9.6,6,0.4267161410018553
10.5,0.36,0.76,12.0,6,0.7076350093109869
12.6,0.39,0.82,10.3,6,0.7592592592592592
9.2,0.46,0.51,9.4,5,0.46746104491292395
7.5,0.58,0.47,9.2,5,0.4351851851851851
9.0,0.58,0.72,9.6,5,0.6521739130434782
5.1,0.42,0.73,13.6,7,0.6992337164750957
7.6,0.43,0.64,9.5,5,0.5953488372093023
7.7,0.18,0.78,11.8,6,0.7317073170731707
7.8,0.815,0.62,10.8,5,0.5772811918063314
7.6,0.43,0.64,9.5,5,0.5953488372093023
10.2,0.23,0.49,9.3,4,0.4635761589403974
7.1,0.75,0.4,12.8,6,0.3777148253068933
6.0,0.33,0.56,11.5,4,0.5313092979127135
7.8,0.55,0.64,9.4,6,0.5981308411214953
7.1,0.75,0.4,12.8,6,0.3777148253068933
8.1,0.73,0.46,9.6,4,0.4255319148936171
6.5,0.67,0.56,11.8,4,0.5298013245033113
7.5,0.61,0.4,9.3,5,0.37174721189591076
9.8,0.37,0.59,9.8,5,0.5468025949953661
9.0,0.4,0.6,12.2,6,0.5671077504725898
8.3,0.56,0.62,9.5,5,0.5730129390018484
5.9,0.29,0.54,10.3,6,0.5060918462980319
7.4,0.55,0.68,10.5,5,0.6284658040665434
7.4,0.74,0.48,10.0,5,0.441988950276243
7.4,0.55,0.68,10.5,5,0.6284658040665434
6.9,0.41,0.75,11.1,6,0.6938020351526365
7.1,0.6,0.61,10.9,6,0.5653382761816497
7.1,0.6,0.61,10.9,6,0.5653382761816497
7.5,0.58,0.59,9.8,5,0.5478180129990715
7.1,0.72,0.58,9.8,5,0.5164737310774711
7.9,0.66,0.58,9.5,5,0.5291970802919708
7.8,0.7,0.69,10.9,5,0.6394810009267841
6.1,0.64,0.45,11.0,5,0.420954162768943
7.5,0.59,0.42,9.2,5,0.38817005545286504
7.0,0.58,0.7,11.0,6,0.6451612903225806
6.8,0.64,0.63,11.3,6,0.5609973285841496
6.8,0.64,0.63,11.3,6,0.5609973285841496
8.6,0.635,1.15,9.3,5,0.8196721311475409
6.3,1.02,0.55,11.2,4,0.5078485687903971
9.8,0.45,0.58,9.8,5,0.5365402405180388
8.2,0.78,0.46,9.6,4,0.4224058769513315
8.5,0.37,0.72,11.8,6,0.6754221388367729
7.2,0.57,0.6,10.3,6,0.5550416281221091
7.2,0.57,0.6,10.3,6,0.5550416281221091
10.4,0.43,0.87,11.4,6,0.8146067415730337
6.9,0.41,0.55,9.5,6,0.509731232622799
5.5,0.49,0.82,14.0,8,0.7854406130268199
5.0,0.38,0.75,14.0,6,0.7156488549618321
7.3,0.44,0.57,11.7,6,0.5433746425166825
5.9,0.46,0.53,11.2,5,0.4921077065923863
7.5,0.58,0.43,9.3,5,0.40074557315936626
7.8,0.58,0.53,11.2,6,0.4809437386569873
8.0,0.715,0.54,9.5,6,0.5023255813953489
8.5,0.4,0.56,12.0,4,0.5333333333333333
7.0,0.69,0.6,9.7,6,0.5385996409335726
8.0,0.715,0.54,9.5,6,0.5023255813953489
9.8,0.3,0.57,11.5,7,0.5367231638418078
7.1,0.46,0.64,10.4,6,0.5942432683379759
7.1,0.46,0.64,10.4,6,0.5942432683379759
7.9,0.765,0.68,10.9,6,0.6273062730627307
8.7,0.63,0.63,10.2,6,0.5748175182481752
7.0,0.42,0.56,10.9,5,0.5228758169934641
11.3,0.37,0.57,10.5,5,0.5229357798165136
7.1,0.16,0.54,12.4,6,0.5056179775280899
8.0,0.6,0.37,13.0,5,0.35037878787878785
7.0,0.6,1.17,10.2,5,1.095505617977528
7.0,0.6,1.17,10.2,5,1.095505617977528
7.6,0.74,0.59,11.0,5,0.5363636363636363
8.2,0.635,0.75,10.9,6,0.6989748369058714
5.9,0.395,0.67,12.4,6,0.634469696969697
7.5,0.755,0.49,9.7,4,0.45202952029520294
8.2,0.635,0.75,10.9,6,0.6989748369058714
6.6,0.63,0.45,9.5,5,0.4117108874656908
6.6,0.63,0.45,9.5,5,0.4117108874656908
7.2,0.53,0.61,12.1,6,0.5733082706766917
5.7,0.6,0.56,12.2,6,0.5268109125117593
7.6,1.58,0.4,10.9,3,0.3518029903254178
5.2,0.645,0.61,12.5,6,0.5648148148148148
6.7,0.86,0.74,11.7,6,0.6727272727272726
9.1,0.37,0.8,11.2,6,0.7518796992481203
8.0,0.28,0.66,11.2,5,0.6105457909343202
7.6,0.79,0.44,9.2,5,0.4047838086476541
7.5,0.61,0.53,9.8,5,0.49394221808014915
9.7,0.69,0.62,10.1,5,0.5698529411764706
6.8,0.68,0.52,11.1,4,0.48689138576779023
9.7,0.69,0.62,10.1,5,0.5698529411764706
7.0,0.62,0.61,9.2,5,0.5695611577964519
7.5,0.61,0.53,9.8,5,0.49394221808014915
6.5,0.51,0.59,12.8,6,0.5545112781954886
8.0,1.18,0.47,10.5,5,0.43397968605724835
7.0,0.36,0.54,10.1,6,0.4972375690607735
7.0,0.36,0.53,10.1,6,0.4880294659300184
7.5,0.63,0.58,9.8,6,0.5355493998153278
5.4,0.74,0.59,12.5,6,0.5667627281460135
9.9,0.44,0.69,11.9,6,0.6324472960586618
7.5,0.63,0.58,9.8,6,0.5355493998153278
9.1,0.76,1.33,9.1,6,0.9405940594059407
9.7,0.66,0.66,10.1,5,0.603290676416819
5.0,0.74,0.59,12.5,6,0.5667627281460135
9.1,0.34,0.55,11.4,5,0.5198487712665406
9.1,0.36,0.82,11.0,7,0.7735849056603773
6.7,0.46,0.6,10.6,6,0.5571030640668524
6.7,0.46,0.6,10.6,6,0.5571030640668524
6.7,0.46,0.6,10.6,6,0.5571030640668524
6.7,0.46,0.6,10.6,6,0.5571030640668524
6.5,0.52,0.52,9.3,5,0.4846225535880709
7.4,0.6,0.56,9.8,6,0.5170821791320407
7.4,0.6,0.56,9.8,6,0.5170821791320407
7.8,0.87,0.46,9.2,5,0.41553748870822044
8.4,0.39,0.43,9.7,6,0.4
9.1,0.775,0.51,9.6,5,0.4726598702502317
7.2,0.835,0.52,10.0,5,0.4459691252144083
6.6,0.58,0.66,12.6,6,0.617399438727783
6.0,0.5,0.45,9.5,5,0.4257332071901609
6.0,0.5,0.45,9.5,5,0.4257332071901609
6.0,0.5,0.45,9.5,5,0.4257332071901609
7.5,0.51,0.54,10.5,6,0.4981549815498155
7.5,0.51,0.54,10.5,6,0.4981549815498155
7.5,0.51,0.54,10.5,6,0.4981549815498155
7.6,0.54,0.51,10.4,6,0.4700460829493088
7.5,0.51,0.54,10.5,6,0.4981549815498155
11.5,0.42,0.53,11.0,5,0.4921077065923863
8.2,0.44,0.53,10.2,6,0.4985888993414864
6.1,0.59,0.56,11.4,5,0.5303030303030303
7.2,0.655,0.39,9.5,5,0.36178107606679033
7.2,0.655,0.39,9.5,5,0.36178107606679033
6.9,0.57,0.52,10.8,5,0.48103607770582796
9.0,0.6,0.57,10.0,5,0.5332086061739943
7.2,0.62,0.51,11.8,6,0.47887323943661975
7.6,0.645,0.46,10.3,5,0.42357274401473294
7.6,0.645,0.46,10.3,5,0.42357274401473294
7.2,0.58,0.52,10.0,5,0.4828226555246054
6.1,0.32,0.44,10.1,5,0.4051565377532228
6.1,0.34,0.44,10.1,5,0.4059040590405904
7.3,0.43,0.59,11.1,6,0.5473098330241186
7.4,0.64,0.5,9.5,5,0.42808219178082196
11.6,0.475,0.65,10.0333333333333,6,0.5957836846929423
9.2,0.54,0.56,10.9,5,0.5035971223021583
8.3,0.85,0.54,10.1,5,0.49405306495882895
11.6,0.475,0.65,10.0333333333333,6,0.5957836846929423
8.0,0.83,0.48,9.8,4,0.4444444444444444
7.2,0.605,0.53,11.8,6,0.4835766423357664
7.8,0.5,0.62,9.5,5,0.5560538116591929
7.3,0.74,0.5,9.8,5,0.45703839122486284
6.9,0.54,1.18,10.5,6,1.0845588235294117
8.0,0.77,0.5,9.8,6,0.4633920296570899
6.6,0.61,0.37,10.4,4,0.3461178671655753
8.7,0.78,1.17,9.2,5,0.8268551236749115
7.5,0.58,1.03,11.6,6,0.8933217692974849
8.7,0.78,1.17,9.2,5,0.8268551236749115
7.7,0.75,0.45,9.3,5,0.4054054054054054
6.8,0.815,0.51,9.8,3,0.4025256511444357
7.2,0.56,0.52,9.9,5,0.4801477377654663
8.2,0.885,0.46,10.0,5,0.42357274401473294
5.2,0.49,0.62,12.2,6,0.5688073394495412
7.2,0.45,0.51,9.9,6,0.47309833024118736
7.5,0.57,0.62,10.8,6,0.5756731662024142
7.5,0.57,0.62,10.8,6,0.5756731662024142
6.8,0.83,0.45,9.6,5,0.41899441340782123
8.0,0.6,0.49,9.9,5,0.45370370370370366
8.0,0.6,0.49,9.9,5,0.45370370370370366
7.1,0.755,0.5,9.5,5,0.4516711833785005
8.0,0.81,0.42,9.2,5,0.3903345724907063
7.4,0.64,0.58,9.6,5,0.5272727272727272
7.4,0.64,0.58,9.6,5,0.5272727272727272
6.6,0.64,0.68,10.3,5,0.6278855032317637
6.7,0.48,0.53,9.7,5,0.49074074074074076
6.0,0.49,0.59,12.5,6,0.5524344569288389
8.0,0.64,0.58,11.0,5,0.5301645338208408
7.1,0.62,0.48,9.8,5,0.44859813084112143
8.0,0.52,0.48,10.2,5,0.44526901669758806
6.4,0.57,0.48,9.2,5,0.44859813084112143
8.6,0.685,0.65,9.55,6,0.5952380952380952
8.7,0.675,0.65,9.55,5,0.5963302752293578
7.3,0.59,0.52,9.9,5,0.48148148148148145
7.0,0.6,0.62,10.2,7,0.5724838411819021
7.2,0.67,0.72,11.1,6,0.6741573033707865
7.9,0.69,0.51,9.9,5,0.4722222222222222
7.9,0.69,0.51,9.9,5,0.4722222222222222
7.6,0.3,0.82,11.9,6,0.7794676806083649
7.2,0.33,1.1,10.0,8,1.0367577756833177
8.0,0.5,0.62,10.7,6,0.5730129390018484
7.7,0.28,0.9,11.3,7,0.847457627118644
8.2,0.24,0.94,10.9,6,0.8851224105461393
6.0,0.51,0.93,10.7,6,0.8740601503759399
8.1,0.29,1.01,12.4,7,0.9637404580152672
6.0,0.51,0.93,10.7,6,0.8740601503759399
6.6,0.96,0.44,11.9,6,0.4066543438077634
6.4,0.47,0.73,10.6,6,0.6816059757236228
8.2,0.24,0.94,10.9,6,0.8851224105461393
9.9,0.57,0.9,10.1,5,0.8152173913043478
10.0,0.32,0.78,9.6,5,0.7242339832869081
6.2,0.58,0.84,9.4,5,0.7887323943661972
10.0,0.32,0.78,9.6,5,0.7242339832869081
7.3,0.34,0.77,12.1,7,0.7236842105263158
7.8,0.53,0.46,9.8,5,0.4271123491179202
7.7,0.64,0.45,9.9,5,0.4178272980501393
7.8,0.53,0.46,9.8,5,0.4271123491179202
7.5,0.4,0.58,9.4,5,0.5375347544022243
7.0,0.54,0.84,11.4,6,0.7784986098239111
6.4,0.53,0.67,11.0,4,0.5966162065894924
8.3,0.26,0.7,9.6,6,0.6505576208178437
8.3,0.26,0.7,9.6,6,0.6505576208178437
7.7,0.23,0.71,12.1,6,0.6787762906309751
7.6,0.41,0.58,11.2,5,0.5380333951762523
7.8,0.64,0.63,11.0,5,0.5876865671641791
7.9,0.18,0.93,11.3,5,0.8865586272640611
7.4,0.41,0.62,10.4,5,0.5816135084427767
7.6,0.43,0.54,9.9,6,0.5051449953227316
5.9,0.44,0.85,11.7,6,0.8157389635316699
6.1,0.4,0.74,10.1,7,0.6922357343311506
10.2,0.54,0.77,9.0,6,0.6342668863261944
10.2,0.54,0.77,9.0,6,0.6342668863261944
10.0,0.38,0.65,8.5,5,0.5560307955517536
6.8,0.915,0.54,11.1,5,0.5046728971962617
7.0,0.59,0.47,10.3,5,0.44676806083650183
7.3,0.67,0.68,11.0666666666667,6,0.6343283582089553
7.2,0.37,0.73,11.3,7,0.687382297551789
7.4,0.785,0.52,9.56666666666667,6,0.4753199268738574
6.9,0.63,0.75,9.8,5,0.6957328385899814
6.9,0.58,0.49,11.7,5,0.46313799621928164
7.3,0.67,0.68,11.1,6,0.6343283582089553
7.4,0.785,0.52,9.6,6,0.4753199268738574
6.9,0.63,0.75,9.8,5,0.6957328385899814
6.8,0.67,0.74,9.7,5,0.6851851851851851
6.9,0.58,0.73,9.7,5,0.6759259259259258
7.2,0.38,0.76,11.3,8,0.7196969696969697
7.2,0.37,0.73,11.3,7,0.687382297551789
7.8,0.32,0.78,11.0,7,0.7065217391304347
6.6,0.58,0.76,11.6,7,0.7156308851224105
7.6,0.49,0.58,9.0,5,0.5400372439478583
11.7,0.45,0.69,10.9,6,0.6430568499534016
6.5,0.9,0.63,10.9,6,0.5988593155893536
6.0,0.54,0.5,10.55,6,0.47619047619047616
7.6,0.49,0.58,9.0,5,0.5400372439478583
8.4,0.29,0.6,10.5,5,0.5623242736644799
7.9,0.2,0.8,11.9,7,0.7590132827324478
6.4,0.42,0.68,10.4,6,0.6451612903225806
6.2,0.785,0.61,10.0,4,0.5754716981132075
6.8,0.64,0.58,10.4,6,0.5395348837209302
6.9,0.63,0.53,10.8,6,0.49256505576208176
6.8,0.59,0.67,9.7,5,0.6302916274694262
6.8,0.59,0.67,9.7,5,0.6302916274694262
7.3,0.48,0.65,10.0,7,0.6120527306967984
6.7,1.04,0.57,11.0,4,0.5342080599812559
7.3,0.48,0.65,10.0,7,0.6120527306967984
7.3,0.98,0.55,9.7,3,0.5183788878416589
10.0,0.69,0.47,9.7,5,0.4335793357933579
6.7,0.7,0.52,12.6,5,0.4873477038425492
7.6,0.35,0.79,11.1,6,0.7362534948741846
6.1,0.6,0.54,11.0,5,0.504201680672269
9.9,0.5,0.75,8.8,5,0.6224066390041494
5.3,0.47,0.88,13.5666666666667,7,0.8396946564885496
9.9,0.5,0.75,8.8,5,0.6224066390041494
5.3,0.47,0.88,13.6,7,0.8396946564885496
7.1,0.875,0.52,10.2,3,0.4805914972273567
8.2,0.28,0.68,10.6,5,0.6159420289855072
5.6,0.62,0.62,10.1,4,0.5740740740740741
8.2,0.28,0.68,10.6,5,0.6159420289855072
7.2,0.58,0.57,10.3,4,0.511669658886894
8.1,0.33,0.61,10.7,5,0.5854126679462571
6.8,0.91,0.64,10.9,4,0.6037735849056604
7.0,0.655,0.55,9.7,5,0.5121042830540037
6.8,0.68,0.6,10.3,5,0.5607476635514018
6.0,0.64,0.78,10.6,5,0.7317073170731707
5.6,0.54,0.58,11.4,5,0.5529075309818875
6.2,0.57,0.76,10.8,6,0.7251908396946565
7.1,0.22,0.56,12.4,6,0.5389797882579405
5.6,0.54,0.58,11.4,5,0.5529075309818875
6.2,0.65,0.54,11.95,5,0.5142857142857143
7.7,0.54,0.59,9.7,5,0.54178145087236
6.4,0.31,0.7,10.0,7,0.6566604127579737
7.0,0.43,0.81,10.6,6,0.75
7.7,0.54,0.59,9.7,5,0.54178145087236
6.9,0.74,0.63,11.5,6,0.5977229601518026
6.6,0.895,0.58,10.8,6,0.543071161048689
6.9,0.74,0.63,11.5,6,0.5977229601518026
7.5,0.725,0.53,9.6,5,0.49256505576208176
7.8,0.82,0.53,9.4,5,0.4893813481071099
7.3,0.585,0.54,9.8,5,0.5009276437847866
6.2,0.44,0.69,11.0,6,0.6406685236768802
7.5,0.38,0.55,11.4,6,0.4972875226039783
6.7,0.76,0.63,9.95,3,0.5844155844155844
6.8,0.81,0.66,10.8,6,0.616822429906542
7.5,0.38,0.55,11.4,6,0.4972875226039783
7.1,0.27,0.72,10.6,6,0.6703910614525139
7.9,0.18,0.7,11.1,5,0.6591337099811675
6.4,0.36,0.77,9.7,6,0.7354345749761223
7.1,0.69,0.67,9.8,5,0.6273408239700374
6.4,0.79,0.65,10.4,6,0.6126295947219604
6.4,0.56,0.6,10.5,6,0.5565862708719851
6.9,0.84,0.72,9.23333333333333,6,0.6703910614525139
6.9,0.84,0.72,9.25,6,0.6703910614525139
6.1,0.32,0.97,10.6,5,0.9056956115779645
6.5,0.53,0.83,10.3,6,0.7808090310442145
7.4,0.47,0.63,10.5,5,0.5655296229802513
6.6,0.7,0.58,10.2,5,0.5244122965641952
6.5,0.53,0.83,10.3,6,0.7808090310442145
6.9,0.48,0.43,9.05,4,0.3974121996303142
6.1,0.32,0.97,10.6,5,0.9056956115779645
6.8,0.48,0.6,10.4,5,0.5576208178438661
6.0,0.42,0.78,10.0,6,0.7255813953488373
6.7,0.48,0.64,9.7,5,0.6015037593984962
6.8,0.47,0.65,9.6,6,0.6109022556390977
7.1,0.53,0.66,10.8,6,0.6162464985994398
7.9,0.29,0.67,10.1,6,0.6113138686131386
7.1,0.69,0.6,10.2,6,0.5644402634054563
6.6,0.44,0.69,11.3,6,0.6491063029162747
6.1,0.705,0.66,10.2,5,0.6105457909343202
7.2,0.53,0.68,9.9,6,0.6427221172022685
8.0,0.39,0.61,9.0,5,0.5679702048417131
6.6,0.56,0.62,11.7,7,0.5827067669172932
7.0,0.55,0.59,9.7,6,0.5488372093023256
6.1,0.53,0.68,10.3,6,0.6313834726090994
5.4,0.58,0.64,10.2,6,0.6043437204910294
6.2,0.64,0.63,12.0,5,0.5827937095282146
7.2,0.39,0.78,9.9,5,0.7323943661971831
6.2,0.52,0.63,11.6,6,0.5882352941176471
7.4,0.25,0.76,10.9,7,0.7210626185958254
6.7,0.855,0.56,10.75,6,0.5263157894736842
11.1,0.44,0.57,10.4,6,0.5357142857142856
8.4,0.37,0.81,11.2,7,0.7619943555973661
6.5,0.63,0.64,10.1,6,0.6043437204910294
7.0,0.57,0.61,10.2,5,0.5690298507462687
6.3,0.6,0.51,12.1,5,0.4866412213740458
11.2,0.4,0.58,10.4,5,0.5277525022747952
7.4,0.36,0.7,11.4,8,0.6517690875232773
7.1,0.68,0.53,9.5,5,0.4875804967801288
7.1,0.67,0.54,9.4,5,0.49861495844875353
6.3,0.68,0.66,11.3,6,0.5983680870353582
7.3,0.735,0.6,9.4,5,0.5555555555555555
